ano,sigla_uf,id_municipio,ibc,cobertura_pop_4g5g,fibra,densidade_smp,hhi_smp,densidade_scm,hhi_scm,adensamento_estacoes
2021,MG,3161908,61.13,71.0662,100,87.78,72,22.09,20,20.81
2021,MG,3163904,30.84,61.0036,0,70.28,12,11.56,46,11.26
2021,MG,3164704,63.86,95.1372,100,73.54,76,24.54,62,5.72
2021,MG,3165008,56.35,82.2019,100,69.67,12,17.48,70,7.02
2021,MG,3167905,55.18,70.3304,100,65.93,45,4.5,74,21.01
2021,MG,3170602,35.47,72.4717,0,49.19,64,15.67,65,23.99
2021,MG,3170800,57.31,89.9376,100,63.83,63,3.98,76,5.77
2021,ES,3200607,60.89,96.1249,100,72.46,35,10.73,86,11.51
2021,ES,3200805,54.53,82.278,100,70.67,31,7.85,41,9.86
2021,ES,3201704,52.07,77.7212,100,67.73,11,3.25,48,13.96
2021,RJ,3300233,79.82,100,100,86.8,81,61.87,73,41.05
2021,RJ,3301801,57.45,84.4165,100,58.4,85,5.15,64,16.36
2021,RJ,3304706,61.15,91.4667,100,68.99,88,6.88,78,9.63
2021,RJ,3305406,55.4,79.1782,100,48.83,82,14.91,42,18.29
2021,SP,3502507,70.28,99.0142,100,79.36,83,39.08,63,17.03
2021,SP,3503703,56,99.6124,100,56.46,48,3.36,58,10.44
2021,SP,3518008,61.48,99.3673,100,60.81,35,11.79,34,51.5
2021,SP,3528809,57.97,91.359,100,63.82,38,12.06,72,10.96
2021,SP,3535903,39.47,97.6772,0,77.31,24,0.99,55,25
2021,SP,3537404,58.54,95.2215,100,71.96,51,13.15,37,7
2021,SP,3538709,69.84,99.0206,100,86.88,85,29.12,74,10.9
2021,SP,3539806,67.94,99.847,100,80.16,97,22.06,83,5.82
2021,SP,3540408,36.23,92.5593,0,63.9,24,0.95,59,24.85
2021,SP,3541653,66.16,92.4907,100,88.02,53,2.08,84,39.52
2021,SP,3545001,56.18,81.9573,100,70.48,20,9.98,71,11.84
2021,SP,3547304,69.26,99.8759,100,87.02,83,22.75,83,11.16
2021,SP,3552809,65.73,99.998,100,75.61,91,19.88,75,4.75
2021,PR,4103453,61.52,95.4186,100,75.71,43,13.62,81,6.84
2021,PR,4103479,62.57,83.4446,100,83.36,45,13.86,79,19.4
2021,PR,4105300,59.92,89.1553,100,64.89,67,18.68,62,8.66
2021,PR,4106571,51.38,54.4069,100,67.47,61,0.3,67,12.15
2021,PR,4111902,62.42,93.7275,100,76.02,53,20.46,66,7.42
2021,PR,4117206,63.85,98.5148,100,74.48,79,16.01,57,13.19
2021,SC,4201406,67.76,99.4919,100,79.58,68,31.88,78,6.66
2021,SC,4202099,53.16,71.549,100,49.95,55,8.17,42,31.63
2021,SC,4211009,52.52,68.6757,100,49.18,52,16.49,74,6.41
2021,SC,4212403,61.8,67.5749,100,87.15,64,10.44,89,19.61
2021,SC,4213351,55.87,93.3086,100,59.1,38,1.99,70,15
2021,SC,4218954,58,56.3936,100,90,4,19.29,56,31.43
2021,RS,4303202,21.71,53.4513,0,37.13,17,9.08,25,10.11
2021,RS,4305306,47.47,72.4496,100,47.63,22,2.96,52,8.37
2021,RS,4305850,23.64,58.7138,0,22.85,36,0.33,69,22.67
2021,RS,4307203,52.03,71.6094,100,59.53,47,2.95,51,16.13
2021,RS,4307302,48.38,67.5407,100,49.99,8,14.73,52,7.68
2021,RS,4309308,64.16,98.8759,100,71.62,70,21.88,73,7.84
2021,RS,4314100,68.74,99.4772,100,82.27,80,25,84,12.34
2021,RS,4314407,69.23,95.7579,100,87.91,89,25.84,82,8.15
2021,RS,4318408,53.81,79.1152,100,46.95,43,22.08,67,5.23
2021,RS,4320800,61.06,86.5878,100,62.65,75,24.09,66,10.75
2021,RS,4323200,55.66,76.5905,100,57.46,67,15.29,40,18.1
2021,MS,5003108,39.35,43.9159,100,30.87,13,2.37,62,8.35
2021,MS,5004007,56.62,85.5572,100,65.99,29,11.82,75,7.76
2021,MT,5102504,56.46,86.1303,100,67.64,44,12.24,52,6.74
2021,MT,5103452,51.28,89.3118,100,50.1,24,4.97,41,13.35
2021,MT,5108956,40.43,50.4275,100,34.06,6,4.96,62,2.74
2021,GO,5200605,59.08,76.6046,100,87.03,56,3.54,48,19.89
2021,GO,5204201,31.49,84.156,0,46.45,15,1.97,76,19.24
2021,GO,5204409,50.86,75.3952,100,55.44,73,0.56,36,6.66
2021,GO,5205059,58.91,94.4152,100,76.08,40,8.37,57,7.6
2021,GO,5208509,60.98,90.5147,100,63.01,91,12.78,76,9.1
2021,GO,5214879,37.49,77.8374,0,82.82,38,1.59,62,17.49
2021,GO,5215900,52.58,80.2428,100,75.66,14,1.67,41,7.18
2021,GO,5219209,21.96,38.0868,0,37.37,20,9.09,71,9.24
2024,RO,1100452,53.99,71.1081,100,69.2,36,46.08,66,14.64
2024,RO,1101484,33.85,42.4829,50,49.92,46,6.69,14,26.76
2024,AM,1300102,28.07,62.9384,50,36.39,10,2.86,38,11.15
2024,AM,1301605,18.77,65.6836,0,29.63,29,4.75,15,5.38
2024,AM,1304260,18.84,58.3338,0,31.24,9,5.92,19,13.09
2024,PA,1507466,38.05,63.2291,0,48.5,35,17.47,14,33.27
2024,PA,1507953,53.5,92.7685,100,54.29,21,27.35,79,20.52
2024,PA,1508035,46.18,59.5398,100,22.38,12,14.03,69,11.52
2024,PA,1508050,21.93,54.4058,0,33.35,30,4.51,51,12.8
2024,AP,1600055,30.64,62.4204,50,31.46,7,17.6,23,20.06
2024,AP,1600535,44.56,66.1228,100,41.08,25,29.97,46,18.43
2024,TO,1702554,53.75,84.1573,100,65.43,55,14.99,18,11.03
2024,TO,1719004,42.42,68.7301,50,53.72,12,11.51,58,51.92
2024,TO,1720978,53.32,58.9564,100,49.87,10,4.28,67,99.64
2024,MA,2100402,23.86,40.3245,0,46.11,23,10.02,10,22.85
2024,MA,2102150,27.81,66.0586,0,24.89,24,3.62,68,26.63
2024,MA,2103752,45.43,90.6029,50,50.37,46,8.76,18,10.14
2024,MA,2105450,39.88,48.3236,100,24.22,53,11.6,19,19.71
2024,MA,2105609,37.54,60.0532,50,36.02,2,19.68,60,13.13
2024,PI,2201705,48.31,79.5722,100,49.16,9,3.25,53,35.08
2024,PI,2202752,49.6,81.7833,100,63.19,17,2.98,29,23.86
2024,PI,2203420,24.78,29.6923,50,28.61,2,0.06,7,36.25
2024,PI,2205854,35.12,76.5111,50,25.7,31,5.45,8,18.25
2024,PI,2207801,41.44,56.2551,100,47.31,13,16.08,57,11.57
2024,PI,2208809,48.69,79.5416,100,39.9,40,38.55,52,11.48
2024,PI,2210979,29.93,49.3044,0,19.17,25,0.54,65,42.92
2024,CE,2300804,46.33,83.071,50,51.92,27,11.52,39,33.4
2024,CE,2302602,56.32,82.9517,100,44.4,48,64.51,43,11.53
2024,CE,2305902,56.54,79.964,100,26.61,53,25.05,63,27.43
2024,CE,2310308,31.8,72.005,0,37.59,48,4.63,69,16.76
2024,CE,2311009,44.2,69.7338,100,27.44,33,31.11,16,24.15
2024,RN,2407252,53.88,99.2906,0,55.04,65,43.58,33,36.88
2024,RN,2412401,40.74,87.8912,0,29.28,24,19.46,57,42.41
2024,RN,2413201,57.02,100,0,67.41,59,18.24,66,59.62
2024,PB,2500601,57.63,99.5671,50,65.95,61,12.35,47,19.74
2024,PB,2501401,34.11,86.7852,0,52.1,59,11.38,11,20.73
2024,PB,2501500,50.8,68.7689,100,29.44,61,24.97,9,14.59
2024,PB,2504900,61.77,97.0242,100,53.09,56,2.71,56,22.58
2024,PB,2511103,42.01,63.2115,50,28.56,26,15.47,65,28.58
2024,PB,2513406,60.07,94.0157,100,55.15,51,56.07,51,9.75
2024,PB,2514404,28.52,57.257,0,29.89,13,9.21,56,24.4
2024,PB,2516003,58.13,93.5727,100,50.4,50,11.8,54,10.81
2024,PB,2516706,52.9,89.2301,100,47.1,46,0.27,16,9.95
2024,PE,2601201,57.42,96.5415,100,56.22,52,15.78,47,9.76
2024,PE,2603801,48.91,60.9447,100,51.21,53,1.72,39,10.59
2024,PE,2604502,63.36,93.9445,100,49.27,49,36.08,52,14.13
2024,PE,2611200,43.62,71.7232,50,46.34,17,20.52,63,13.88
2024,PE,2611408,52.07,90.0196,50,42.06,40,51.41,3,10.45
2024,PE,2612109,44.03,86.4466,0,40,44,0.53,63,35.59
2024,AL,2705705,62.6,95.819,100,54.93,48,22,46,11.83
2024,BA,2910008,37.03,65.1345,50,20.19,52,0.14,72,13.52
2024,BA,2916203,43.49,81.4736,100,29.14,16,16.84,34,9.38
2024,BA,2918555,36.41,79.2307,50,37.93,6,1.36,29,24.76
2024,BA,2927200,46.13,69.2887,100,49.09,41,16.71,58,10.13
2024,BA,2927903,39.72,93.3056,50,37.92,6,1.72,72,14.11
2024,BA,2929008,54.57,81.296,50,100,65,8.42,41,17.86
2024,MG,3101201,39.25,59.2517,50,37.05,16,44.23,20,31.34
2024,MG,3101607,77.45,98.1013,100,68.88,50,97.93,71,23.79
2024,MG,3110509,67.24,87.3638,100,56.45,58,47.91,75,29.04
2024,MG,3111002,60.63,75.6393,100,49.14,21,56.22,62,26.01
2024,MG,3120805,59.72,94.7914,100,57.72,15,54.98,58,19.01
2024,MG,3123528,47.78,79.2781,0,53.4,3,38.69,51,49.76
2024,MG,3124005,47.83,81.8857,50,47.44,50,4.65,33,16.71
2024,MG,3129202,39.39,83.9293,0,44.96,1,55.07,13,15.94
2024,MG,3131406,51.38,93.7615,50,44.78,47,32.63,7,65.39
2024,MG,3133303,51.99,83.3472,100,59.16,34,9.89,53,18.08
2024,MG,3145109,52.29,75.0166,50,60.16,26,37.16,60,20.77
2024,MG,3148202,59.74,92.5179,100,50.62,48,5.06,20,34.87
2024,MG,3160207,34.16,48.4338,0,39.02,33,9.74,70,37.7
2024,MG,3162005,67.63,94.3651,100,60.33,42,43.43,53,36.76
2024,MG,3164605,49.3,89.2648,0,62.21,39,14,46,53.45
2024,MG,3165701,41.13,81.267,0,51.32,50,7.33,32,18.88
2024,MG,3167202,76.22,99.844,100,67.23,43,74.52,79,25.22
2024,MG,3170701,76.93,98.7245,100,67.65,63,76.51,83,28.36
2024,MG,3171105,35.89,69.9673,0,36.44,43,18.82,54,57.47
2024,ES,3200706,76.73,94.7936,100,61.22,20,61.2,65,77.18
2024,ES,3203304,62.48,76.3941,100,46.49,32,12.39,79,49.34
2024,RJ,3302858,66.34,99.9913,100,44.93,64,39.55,57,12.02
2024,RJ,3305505,77.05,99.4486,100,81.15,68,56.54,63,29.94
2024,SP,3500501,71.55,99.5408,100,85.49,58,21.03,59,38.37
2024,SP,3503604,65.39,98.9045,100,59.18,55,26.3,30,24.37
2024,SP,3504909,51.09,85.3216,50,55.31,57,32.89,59,34.62
2024,SP,3505203,68.17,97.3979,100,58.89,66,79.46,67,15.43
2024,SP,3510005,66.2,98.2425,100,61.37,19,40.97,71,23.2
2024,SP,3514106,73.75,97.1961,100,63.05,66,95.03,48,18.11
2024,SP,3524006,79.52,99.4308,100,79.67,55,82.18,79,21.59
2024,SP,3526803,68.65,99.4217,100,69.99,38,82.75,49,27.78
2024,SP,3528700,37.01,69.0428,50,37.75,25,1.35,17,43.22
2024,SP,3529203,67.44,96.2148,100,59.56,18,41.9,71,41.5
2024,SP,3530102,60.7,97.2363,100,50.91,54,37.4,67,22.62
2024,SP,3530508,70.83,97.2851,100,58.94,46,69.85,67,18.03
2024,SP,3543238,50.21,93.8218,0,60.51,12,54.77,45,73.35
2024,SP,3545209,75.7,100,100,67.15,58,69.11,74,20.7
2024,SP,3550001,66.31,83.0484,100,63.11,48,2.69,72,76.21
2024,SP,3551009,77,99.9515,100,65.83,62,74.87,78,22.31
2024,SP,3551900,68.69,98.8683,100,62.94,57,35.64,59,20.37
2024,PR,4102505,61.76,80.693,100,39.82,58,34.61,46,42.09
2024,PR,4104659,62.92,90.983,100,54.38,61,63.38,56,18.63
2024,PR,4111803,67.06,95.3835,100,60.46,64,66.03,55,19.32
2024,PR,4115408,64.22,72.973,100,57.22,65,41.15,74,15.26
2024,PR,4120002,69.19,97.3969,100,60.19,57,58.77,48,21.86
2024,PR,4121356,38.97,92.631,0,16.96,32,0.38,22,56.86
2024,PR,4122701,63.56,91.9654,100,39.91,41,35.14,63,26.82
2024,PR,4127700,74.41,97.2912,100,66.7,58,80.39,75,20.17
2024,SC,4202099,69.99,73.6862,100,60.37,57,11.73,53,100
2024,SC,4202206,53.47,48.8161,100,22.9,48,79.32,49,18.63
2024,SC,4207304,83.87,99.641,100,81.97,62,100,78,33.86
2024,SC,4209177,71.35,82.9939,100,95.13,28,23.64,45,56.07
2024,SC,4213401,62.51,84.6879,100,47.83,67,55.88,57,23.23
2024,SC,4214102,63.35,53.9494,100,55.12,51,64.29,54,63.97
2024,SC,4216800,33.2,30.2657,50,31.5,63,29.13,37,22.84
2024,SC,4219309,66.52,93.4329,100,55.97,66,70.7,58,13.72
2024,RS,4302808,57.32,85.9105,100,60.97,31,41.24,40,34.32
2024,RS,4304606,77.32,99.998,100,66.05,63,77.6,83,18.36
2024,RS,4304622,44.09,57.4267,0,67.68,4,1.84,71,100
2024,RS,4305355,74.55,99.5576,100,70.86,49,65.61,74,22.16
2024,RS,4306007,52.83,71.3129,100,44.97,56,1.71,77,15.24
2024,RS,4308805,64.81,86.665,100,54.11,29,33.29,59,45.16
2024,RS,4312757,54.28,57.9802,100,30.85,55,10.99,57,46.45
2024,RS,4313706,55.05,87.6973,100,59.71,39,35.87,70,14.61
2024,RS,4314464,34.73,38.9695,0,60.55,5,73.08,8,21.75
2024,RS,4318440,58.43,74.4285,50,74.28,1,21.67,49,84.01
2024,RS,4323770,64.66,79.9077,100,24.4,23,76.73,55,31.07
2024,MS,5002001,50.75,80.4572,100,60.24,36,23.42,68,13.69
2024,MT,5103957,56.58,71.2907,100,69.01,7,38.89,52,51.74
2024,MT,5106802,45.67,53.7699,50,66.21,62,19.07,79,52.72
2024,MT,5108402,65.11,99.4148,100,68.15,60,49.83,83,22.41
2024,GO,5217609,55.32,96.0439,100,56.09,56,27.22,59,11.75
2024,GO,5221403,65.61,99.178,100,65.2,57,17.69,83,18.89
2023,RO,1100023,66.32,86.1602,100,89.76,69,25.72,79,6.45
2023,RO,1101807,23.65,38.8312,0,52.46,21,0.55,74,9.64
2023,AC,1200401,68.34,96.1078,100,91.97,79,22.96,68,10.39
2023,AM,1300631,43.74,49.4227,100,48.97,9,1.02,73,7.04
2023,PA,1501451,43.68,41.7933,100,47.83,34,4,68,4.6
2023,PA,1507474,56.18,83.7462,100,57.98,76,11.01,52,9.06
2023,TO,1703008,21.37,50.4344,0,35.02,9,1.17,73,7.93
2023,TO,1705508,63.69,96.7728,100,90.3,63,5.03,79,4.87
2023,MA,2100204,25.49,44.4781,0,43.31,75,1.73,69,5.64
2023,MA,2102200,24.13,52.9352,0,34.52,61,0.25,76,2.1
2023,MA,2103208,54.52,74.8115,100,61.75,73,1.07,80,5.37
2023,MA,2107209,19.73,54.7113,0,28.05,16,1.55,54,4.44
2023,MA,2107308,44.56,67.11,100,37.13,35,4.17,22,14.46
2023,MA,2110005,54.18,69.8589,100,52.41,80,5.86,92,7.23
2023,PI,2200905,30.54,66.481,0,54.3,67,7.3,33,11.64
2023,PI,2202729,28.73,79.4913,0,40.45,27,0.06,84,6.52
2023,PI,2202778,24.06,46.5631,0,44.31,80,5.43,6,11.92
2023,PI,2204907,21.78,44.1511,0,43.25,1,3.32,78,5.36
2023,PI,2205516,20.21,40.2626,0,45.37,1,1.33,56,7.99
2023,PI,2205599,23,56.0187,0,36.62,21,4.77,43,13.82
2023,CE,2313906,54.78,82.1224,100,44.14,70,6.47,90,12.12
2023,RN,2402501,36.82,77.2852,0,86.99,24,13.04,26,12.86
2023,RN,2405108,59.66,78.4653,100,81.99,75,13.19,35,12.69
2023,RN,2410603,30.95,88.1896,0,41.89,10,15.12,45,14.2
2023,PB,2501401,40.23,94.4744,0,72.89,79,0.55,72,9.03
2023,PB,2503753,23.45,73.6151,0,28.3,4,4.05,27,22.8
2023,PB,2510303,49.78,73.5472,100,43.97,4,14.45,57,19.56
2023,PB,2512804,27.78,84.5008,0,50.28,10,4.32,19,9.81
2023,PB,2513943,49.36,79.5186,100,40.58,22,0.27,61,24.17
2023,PE,2613701,64.46,100,100,78.76,86,8.12,72,11.42
2023,AL,2707503,57.95,86.3581,100,66.94,84,0.03,71,9.33
2023,AL,2708501,53.53,83.062,100,57.58,44,3.42,76,4.72
2023,SE,2804003,58.62,100,100,65.72,74,4.69,49,6.62
2023,BA,2908309,41.62,93.6832,0,90.96,66,6.13,37,7.91
2023,BA,2910727,66.95,97.2284,100,89.53,95,10.98,78,7.14
2023,BA,2917300,56.04,84.5348,100,66.93,76,0.31,62,4.75
2023,BA,2923035,22.89,42.1943,0,35.82,67,0.54,68,5.6
2023,MG,3103009,57.46,71.4399,100,57.6,64,7.88,82,31.62
2023,MG,3106705,70.5,100,100,90.12,84,24.09,91,10.11
2023,MG,3110905,61.99,97.5345,100,72.73,59,14.63,71,7.84
2023,MG,3111507,66.48,95.7385,100,80.02,89,25.04,54,12.84
2023,MG,3113008,26.07,59.7842,0,45.19,30,0.77,74,7.46
2023,MG,3115409,54.51,71.7888,100,56.9,44,12.93,63,20.09
2023,MG,3116902,41.4,59.4312,0,75.95,79,7.11,49,60.08
2023,MG,3123205,59.5,93.0769,100,79.1,48,17.76,14,11.54
2023,MG,3123908,61.03,90.3379,100,76.54,36,22.35,57,9.89
2023,MG,3124500,59.08,95.9975,100,73.23,61,5.13,54,7.24
2023,MG,3128105,54.43,80.3718,100,61.66,34,12.96,49,12.1
2023,MG,3142254,22.99,38.123,0,58.14,3,2.27,58,10.45
2023,MG,3145851,63.21,97.4296,100,83.1,67,19.23,17,16.94
2023,MG,3155306,40.06,97.2526,0,68.96,29,13.24,62,18.7
2023,MG,3160009,57.84,85.307,100,66.97,57,13.91,28,22.1
2023,MG,3162005,63.13,96.5558,100,80.66,57,18.41,44,13.91
2023,MG,3170909,56.22,88.007,100,63.67,63,5.44,53,8.84
2023,SP,3507506,71.46,99.683,100,90.16,63,37.27,79,13.92
2023,SP,3510500,73.75,99.9129,100,90.06,87,42.9,65,18.53
2023,SP,3512001,62.87,96.5849,100,83.41,64,14.36,50,7.89
2023,SP,3513702,65.53,96.4389,100,82.3,68,20.14,77,7.21
2023,SP,3527603,70.2,99.1594,100,85.78,78,29.28,77,16.98
2023,SP,3532900,66.11,99.9906,100,87.14,74,29.28,13,13.42
2023,SP,3533106,63.5,100,100,80.46,11,25.54,53,19.32
2023,SP,3535606,65.42,83.7411,100,83.56,54,27.09,19,44.79
2023,SP,3541307,67.47,97.2499,100,90,66,24.37,75,5.8
2023,SP,3542008,62.93,96.1276,100,80.17,34,18.06,73,11.84
2023,SP,3550209,61.68,93.3554,100,86.3,21,13.27,73,9.75
2023,SP,3555109,62.62,99.5302,100,77.41,35,22.55,56,9.19
2023,PR,4103024,60.68,93.4218,100,75.12,69,12.81,11,25.45
2023,PR,4107850,42.78,62.5187,0,90.63,67,19.49,69,23.86
2023,PR,4108551,55.23,92.3959,100,78.27,11,4.36,22,13.99
2023,PR,4113254,52.56,63.1649,100,76.84,27,2.2,63,11.16
2023,PR,4114609,66.32,93.1471,100,80.62,63,36.48,63,5.22
2023,PR,4123709,62.69,94.2625,100,74.27,67,15.89,67,11.68
2023,PR,4125357,61.59,91.6385,100,79.29,68,28.4,4,9.61
2023,PR,4125704,58.31,92.6542,100,44.84,88,15.95,83,5.72
2023,PR,4128203,70.81,96.9068,100,90.24,80,30.87,88,9.84
2023,PR,4128633,47.28,51.3043,100,51.84,37,1.46,72,14.62
2023,SC,4205456,60.76,97.6078,100,55.06,74,23.18,72,3.98
2023,SC,4209854,51.05,60.3775,100,50.14,25,27.25,47,13.73
2023,SC,4212254,60.88,100,100,62.37,89,15.67,44,8.07
2023,SC,4213708,59.28,87.6666,100,79.74,80,9.98,29,6.08
2023,SC,4215679,49.08,28.2893,100,88.25,30,14.57,15,15.49
2023,SC,4215752,55.91,80.6205,100,56.02,66,11.61,39,23.28
2023,RS,4300802,65.57,87.8869,100,83.64,46,34.22,60,14.44
2023,RS,4303509,65.4,84.518,100,78.96,73,27.45,85,10.38
2023,RS,4305447,54.81,66.6486,100,93.4,15,7.02,29,13.59
2023,RS,4309126,50.37,88.0138,100,11.43,68,11.75,49,31.02
2023,RS,4310439,56.54,62.4911,100,54.03,56,32.47,60,19.55
2023,RS,4313003,46.92,90.3089,100,15.66,78,9.34,21,6.84
2023,RS,4313904,69.89,98.6675,100,83.86,76,31.55,89,9.57
2023,RS,4315156,49.87,51.5421,100,43.13,68,8.73,77,19.5
2023,RS,4315503,62.06,85.4791,100,75.61,60,18.47,65,16.73
2023,RS,4317806,62.2,91.7907,100,75.48,37,24.52,77,5.99
2023,MS,5005004,63.6,92.408,100,90.42,75,5.81,78,3.47
2023,MT,5103254,49.01,51.2421,100,50.6,59,8.51,85,3.23
2023,MT,5108808,35.4,55.1409,0,87.35,56,23.38,8,9.08
2023,GO,5200100,63.98,88.1065,100,87.59,82,4.13,77,15.71
2023,GO,5201504,58.25,69.0084,100,79.28,58,2.36,83,19.26
2023,GO,5203962,53.12,63.2523,100,62.57,62,14.71,23,19.86
2023,GO,5209705,59.13,80.0926,100,72.15,75,6.55,88,6.01
2023,GO,5216908,40.66,52.0263,100,6.28,36,6.29,82,17.89
2022,RO,1100015,53.77,67.0101,100,62.24,78,10.78,56,3.88
2022,RO,1101450,26.44,46.5478,0,54.39,66,1.07,41,12.12
2022,AM,1300144,24.98,59.1281,0,47.26,43,2.33,42,3.23
2022,AM,1302306,26.31,58.5173,0,46.62,37,0.94,81,1.99
2022,PA,1501758,47.6,54.7683,100,55.74,24,0.27,87,7.37
2022,PA,1502855,25.82,54.2183,0,64.54,11,0.56,50,4.72
2022,PA,1505494,27.89,62.6932,0,50.61,32,0.01,79,7.26
2022,PA,1505700,27.21,56.3134,0,55.51,40,0.31,70,3.33
2022,PA,1508100,61.45,95.5451,100,76.06,83,2.55,74,6.75
2022,TO,1708205,58.09,77.2603,100,78.6,78,4,69,3.53
2022,TO,1720655,57.43,82.4392,100,79.83,37,7.53,56,9.78
2022,MA,2102036,48.3,61.4579,100,44.04,78,0.63,66,5.24
2022,MA,2105450,41.99,48.9412,100,31.84,77,4.82,20,6.69
2022,PI,2200301,42.4,55.9848,100,40.9,6,0.87,66,4.94
2022,PI,2201002,28.18,66.4246,0,58.82,18,1.2,57,7.37
2022,PI,2202026,14.57,37.3218,0,27.84,4,1.38,26,6.72
2022,PI,2202091,25.11,67.6796,0,39.18,12,0.09,71,9.08
2022,PI,2205607,50.64,79.0988,100,64.46,4,10.79,31,6.39
2022,PI,2210631,46.43,48.658,100,57.27,10,4.82,72,11.24
2022,CE,2304608,54.3,95.0325,100,44.53,63,0.72,75,9.9
2022,CE,2312403,69.32,95.7293,100,93.55,72,25.13,83,8.94
2022,RN,2400703,58.55,96.068,100,83.04,29,16.66,14,5.34
2022,RN,2407500,41.47,79.4925,0,87.31,83,0.89,83,9.75
2022,RN,2408300,57.7,85.2288,100,65.31,57,12.62,75,3.4
2022,RN,2409803,48.29,94.9554,100,40.01,7,5.56,46,2.41
2022,RN,2410504,32.58,99.3058,0,51.88,16,21.12,1,6.13
2022,PB,2500205,25.06,57.2913,0,45.86,26,0.2,70,6.66
2022,PB,2504108,30.55,85.0508,0,58.85,11,7.48,16,14.41
2022,PB,2504850,47.34,75.5662,100,31.28,24,0.24,79,18.27
2022,PB,2505238,33.47,99.0001,0,53.52,15,0.24,75,8
2022,PB,2510402,43.65,63.3801,100,40.77,20,1.68,36,11
2022,PB,2512036,46,88.9255,100,24.33,20,9.46,35,8.7
2022,PB,2515401,51.53,91.6028,100,40.85,16,15.32,57,6.48
2022,PB,2515807,52.86,99.0624,100,54.1,31,3.58,33,9.76
2022,PE,2600203,24.59,52.8144,0,37.44,77,2.25,44,6.25
2022,PE,2604403,35.58,100,0,64.03,67,2.76,17,6.42
2022,PE,2606507,47.06,63.0457,100,68.07,5,6.06,20,5.82
2022,AL,2700201,53.27,96.0202,100,60.83,5,0.67,70,6.03
2022,AL,2703809,32.6,83.654,0,49.89,56,2.04,74,5.83
2022,AL,2708303,53.68,95.2459,100,66.57,37,6.37,10,6.4
2022,SE,2800670,55.96,99.2048,100,61.77,29,6.69,65,3.38
2022,SE,2805109,58.07,100,100,64.93,31,27.19,19,4.51
2022,BA,2902104,53.52,81.3798,100,48.19,78,5.49,67,6.24
2022,BA,2906402,24.62,78.622,0,35.43,8,1.34,49,6.43
2022,BA,2908002,38.6,88.6829,0,71.96,80,3.4,66,3.84
2022,BA,2913606,69.96,93.9946,100,92.59,90,25.66,84,7.92
2022,BA,2914307,42.45,52.7062,100,28.79,75,9.83,14,6.2
2022,BA,2915502,58.3,91.7772,100,69.27,82,10.48,38,2.66
2022,BA,2915908,34.98,62.5775,0,93.49,19,0.95,64,11.27
2022,BA,2917003,43.02,45.403,100,30.74,73,10.94,47,1.48
2022,BA,2918506,35.94,84.3815,0,55.67,62,14.48,63,6.11
2022,BA,2921609,29.37,62.527,0,61.52,55,1.12,41,8.35
2022,BA,2922805,50.48,88.8592,100,33.81,52,0.16,83,6.42
2022,BA,2928406,45.41,55.2396,100,51.6,13,1.31,75,4.87
2022,BA,2928604,55.79,98.3129,100,52.19,72,12.88,32,3.57
2022,BA,2932200,58.14,93.7204,100,74.04,85,1.47,35,4.73
2022,MG,3101607,70.78,98.1245,100,90.02,72,44.32,60,5.06
2022,MG,3105103,59.75,88.5136,100,77.46,33,15.45,76,4.25
2022,MG,3106002,56.54,99.5225,100,47.99,76,19.32,23,6.55
2022,MG,3110004,69.33,99.2516,100,84.98,80,30.51,78,7.73
2022,MG,3114709,59.79,99.7223,100,67.01,3,22.35,74,9.97
2022,MG,3117504,64.79,82.9268,100,92.78,71,29.65,25,12.95
2022,MG,3120508,55.52,74.8101,100,55.41,68,15.13,74,6.42
2022,MG,3123908,59.91,89.1565,100,74.35,35,27.28,46,4.52
2022,MG,3127107,66.37,90.0765,100,89.44,89,27.28,38,9.95
2022,MG,3132008,19.62,23.8312,0,51.99,1,0.87,75,7.84
2022,MG,3136504,32.22,75.836,0,46.54,68,8.47,66,6.47
2022,MG,3144904,34.83,76.9366,0,58.65,72,11.12,50,9.1
2022,MG,3149903,64.4,99.1949,100,81.5,36,31.54,50,7.01
2022,MG,3150570,48.99,54.2364,100,67.51,15,0.18,80,9.41
2022,MG,3154200,34.78,85.0494,0,72.6,20,22.05,9,4.45
2022,MG,3160959,54.62,98.3234,100,50.25,54,1.61,61,8.88
2022,MG,3165552,22.87,52.7431,0,38.47,39,4.12,44,6.72
2022,MG,3167301,55.63,76.2015,100,52.58,67,12.33,59,21.52
2022,SP,3502606,57.97,94.1226,100,78.97,33,2.61,49,12.23
2022,SP,3503109,60.7,96.2042,100,67.94,39,26.73,41,12.1
2022,SP,3504206,61.31,97.9313,100,80.49,66,2.06,67,7.3
2022,SP,3505500,70.18,98.6955,100,91.82,86,42.98,26,8.43
2022,SP,3509007,70.14,100,100,89,81,28.65,86,5.79
2022,SP,3511300,64.55,94.9737,100,90.38,81,21.41,18,9.24
2022,SP,3521309,66.65,98.2517,100,84.02,79,27.46,42,11.53
2022,SP,3526407,70.72,97.7128,100,91.94,63,41.38,61,10.15
2022,SP,3527702,60.46,99.1411,100,79.95,53,13.18,14,14.18
2022,SP,3536570,59.28,92.3973,100,64.38,15,29.17,13,31.89
2022,SP,3541307,68.18,97.3457,100,91.14,68,27.42,74,4.22
2022,SP,3557154,63.02,92.3446,100,86.84,16,18.43,52,24.75
2022,SP,3557303,67.26,99.3233,100,91.96,75,19.89,55,10.32
