ano,sigla_uf,id_municipio,ibc,cobertura_pop_4g5g,fibra,densidade_smp,hhi_smp,densidade_scm,hhi_scm,adensamento_estacoes
2024,RO,1100296,49.92,62.9831,100,44,51,23.87,47,25.39
2024,AC,1200351,16.28,30.347,0,36.72,16,8.04,33,8.36
2024,AM,1300839,29.17,50.9133,50,26.62,7,0.65,71,17.47
2024,AM,1302207,20.06,53.331,0,36.33,36,5.85,19,13.45
2024,PA,1501204,34.08,52.82,100,20.46,15,2.85,52,6.26
2024,PA,1505908,20.54,44.8193,0,32.96,29,7.69,72,5.72
2024,TO,1707702,33.71,58.2097,50,49.99,9,1.85,70,19.17
2024,TO,1711506,45.29,50.8875,100,41.38,11,12.93,43,58.77
2024,TO,1717008,35.01,68.5485,50,45.65,2,2.88,70,21.76
2024,MA,2101731,40.34,66.4865,100,30.83,2,6.4,41,17.21
2024,MA,2104107,44.39,62.9898,100,49.06,50,4.02,76,7.72
2024,MA,2109007,53.05,81.0044,100,55.71,66,26.19,70,8.16
2024,PI,2206951,39.4,50.1991,50,53.64,4,0.35,55,51.98
2024,PI,2209708,39.94,44.8935,100,47.82,1,10.04,10,27.76
2024,PI,2210003,47.18,71.7456,100,50.83,15,28.11,55,15.88
2024,PI,2210052,40.8,63.5476,50,49.56,8,0.1,70,30.57
2024,CE,2303501,65.35,95.4305,100,57.6,67,43.73,79,20.95
2024,CE,2303659,41.15,65.4385,50,35.09,32,35.15,6,32.36
2024,CE,2304707,48.95,65.3529,100,32.86,61,9.14,71,16.18
2024,CE,2311959,37.75,60.2742,50,31.04,32,4.81,50,17.42
2024,RN,2401651,36.42,62.5172,0,19.24,63,14.71,57,63.48
2024,RN,2408102,80.11,99.9986,100,75.13,69,70.2,72,39.79
2024,RN,2411403,31.05,47.7975,50,34.97,43,6.79,45,11.77
2024,PB,2502706,47.49,97.986,0,53.57,35,0.18,67,35.45
2024,PB,2503555,29.5,38.4626,0,25.9,29,0.07,71,26.75
2024,PB,2512077,50.94,91.0633,50,36.96,13,23.42,65,24.27
2024,PB,2513109,29.93,56.2994,0,27.62,41,18.41,62,17.01
2024,PE,2605202,61.95,93.4749,100,56.24,35,32.36,49,15.26
2024,PE,2605509,49.74,99.4585,50,31.31,9,24,49,12.66
2024,PE,2606507,25.37,52.8642,0,58.23,4,3.41,15,17.04
2024,PE,2606903,36.65,63.8713,0,35.86,48,0.73,78,35.19
2024,PE,2613701,68.4,99.3649,100,55.13,65,28.1,63,25.9
2024,PE,2616100,27.31,58.3722,0,24.69,40,21.37,36,10.56
2024,AL,2707107,45.68,81.0416,50,47.59,45,12.64,58,19.52
2024,BA,2901155,60.08,91.9118,100,80.12,20,18.1,19,28.88
2024,BA,2902401,41.07,79.7963,50,45.08,6,12.53,39,17.53
2024,BA,2904209,35.36,48.1374,50,36.13,54,1.71,71,13.15
2024,BA,2906824,28.42,61.4003,0,44.65,59,0.21,70,18.01
2024,BA,2918506,50.76,83.426,100,42.98,45,19.62,50,17.69
2024,BA,2926202,22.85,52.5052,0,31.79,42,10.01,37,15.68
2024,BA,2930006,22.37,42.0995,0,25.92,47,0.86,66,15.61
2024,BA,2931608,30.68,56.0438,50,32.39,5,4.13,17,6.28
2024,MG,3101003,40.47,85.921,50,41.69,31,14.74,16,17.26
2024,MG,3102605,57.75,90.895,50,58.51,48,61.21,18,21.29
2024,MG,3110905,47.1,96.3774,0,55.39,44,15.69,59,18.37
2024,MG,3115409,39.68,58.2781,0,45.14,38,5.97,58,47.76
2024,MG,3125606,31.09,76.8789,0,44.9,44,9.48,26,22.75
2024,MG,3136801,36.72,74.9106,0,40.59,7,0.92,67,52.42
2024,MG,3139201,54.62,75.0703,100,48.38,47,28.67,41,11.27
2024,MG,3149903,70.14,97.9864,100,63.69,28,61.67,45,31.83
2024,MG,3152402,51.91,71.4009,100,46.79,41,8.87,41,25.45
2024,MG,3160702,72.09,96.1875,100,56.61,59,66.22,70,20.74
2024,MG,3161106,53.17,83.2654,100,53.7,26,6.87,62,19.36
2024,MG,3162252,32.07,67.6426,0,47.35,16,2.42,48,40.4
2024,MG,3162658,38.39,71.6677,0,43.12,0,0.43,79,49.36
2024,MG,3163300,34.55,74.6998,0,48.44,47,5.36,23,42.84
2024,ES,3201159,55.34,63.6454,100,50.56,4,30.71,49,29.32
2024,RJ,3301603,60.09,76.666,100,48.93,56,40.62,64,26.42
2024,RJ,3301801,67.37,84.3274,100,61.31,64,3.48,80,47.44
2024,SP,3503109,69.44,93.5156,100,52.56,29,65.21,56,56.74
2024,SP,3507407,67.52,96.8684,100,65.33,19,65.7,32,41.62
2024,SP,3508009,58.82,85.776,100,53.44,16,58.04,63,14.51
2024,SP,3508702,59.06,79.2854,100,52.5,52,40.57,65,14.48
2024,SP,3511300,68.77,91.689,100,64.5,62,61.65,16,26.6
2024,SP,3519253,54.56,68.3914,100,34.02,31,23.01,49,54.5
2024,SP,3520608,63.45,96.238,50,66,30,53.17,49,48.16
2024,SP,3521606,57.37,97.5349,100,48.85,63,28.55,61,27.99
2024,SP,3523701,69.27,90.3133,100,78.52,36,67.31,69,25.59
2024,SP,3525201,80.01,99.4472,100,79.22,51,74.15,81,35.42
2024,SP,3525706,67.27,97.7111,100,64.81,55,57.17,25,21.13
2024,SP,3525805,63.73,98.5387,100,54.05,44,14.33,60,34.82
2024,SP,3530409,58.44,95.0773,50,62.27,50,34.53,43,41.92
2024,SP,3532306,56.88,68.1085,50,57.36,37,9.95,79,100
2024,SP,3535101,66.11,99.7692,100,62.76,36,34.84,48,15.45
2024,SP,3536109,78.26,95.5331,100,65.59,52,100,48,33.87
2024,SP,3549607,58.63,81.7837,50,55.69,26,66.12,76,76.96
2024,SP,3549805,79.86,99.987,100,76.08,72,81.21,76,20.83
2024,SP,3552809,73.18,100,100,62.04,67,61.71,69,13.19
2024,SP,3556602,65.65,95.3653,100,55.61,51,24.04,69,29.14
2024,PR,4101507,74.69,99.1601,100,63.99,59,68.09,86,21.39
2024,PR,4103206,63.22,90.0253,100,65.11,51,11.12,54,37.44
2024,PR,4103503,67.03,92.5294,100,61.28,49,16.48,75,33.63
2024,PR,4106852,62.01,69.1432,100,70.47,6,11.91,64,69.06
2024,PR,4109500,37.54,56.2775,0,46.68,44,2.44,62,80.28
2024,PR,4114609,71.95,93.9317,100,61.9,53,82.34,59,17.2
2024,PR,4117701,63.84,76.5277,100,58.03,48,45.51,83,30.17
2024,PR,4119954,79.43,95.7116,100,91.23,64,58.26,45,50.89
2024,PR,4125407,47.02,72.3876,50,41.25,25,19.88,20,49.5
2024,PR,4125753,62.61,87.7662,50,51.45,59,43.99,57,52
2024,PR,4126009,65.75,96.6545,100,51.53,53,35.9,58,18.52
2024,SC,4200408,57.99,62.574,100,52.21,50,54.75,55,45.28
2024,SC,4201802,55.24,72.8109,100,20.96,43,39.83,43,30.58
2024,SC,4206603,71.65,85.7468,100,68.23,57,53.28,64,30.62
2024,SC,4207700,55.11,54.6416,100,47,48,64.07,29,24.8
2024,SC,4210506,75.49,95.2394,100,64.55,65,79.39,65,18.24
2024,SC,4211603,79.06,92.581,100,86.86,55,81.26,72,35.8
2024,SC,4211652,65.07,55.8812,100,85.32,29,9.36,57,74.91
2024,SC,4215653,60.61,84.4765,50,81.34,54,56.3,32,24.3
2024,SC,4218905,66.3,70.7199,100,65.59,58,100,61,31.68
2024,SC,4219705,64.46,91.5879,100,59.36,62,35.04,50,8.85
2024,RS,4306205,59.61,95.449,50,50.06,53,56.64,37,23.86
2024,RS,4307401,44.12,74.2784,0,57.29,32,39.37,23,76.59
2024,RS,4309605,69.04,89.8024,100,60.36,40,76.26,67,25.98
2024,RS,4318804,58.43,74.1203,100,48.89,65,36.01,75,20.79
2024,MS,5003454,61.58,86.8092,100,63.65,34,47.06,73,17.59
2024,MT,5100102,45.37,52.7366,50,60.71,49,16.03,74,40.08
2024,MT,5102686,60.93,80.8533,100,64.33,50,18.47,31,98.88
2024,MT,5103700,44.21,60.4413,50,56.01,39,68.63,48,18.93
2024,GO,5200159,48.37,91.3365,50,69.19,1,14.48,16,43.54
2024,GO,5201207,64.96,97.3604,50,56.1,44,15.2,43,100
2024,GO,5203104,17.61,31.4677,0,27.73,2,2.85,50,29.99
2024,GO,5208905,48.38,73.911,100,56.82,63,21.83,39,12.38
2024,GO,5210109,49.72,74.2788,100,52.21,53,33.03,53,13.38
2024,GO,5212006,46.82,83.2894,100,19.03,39,1.19,66,33.94
2024,GO,5215009,71.03,96.6863,100,73.69,60,33.25,67,25.54
2024,GO,5216809,57.19,77.736,100,55.08,59,20.86,72,20.88
2024,GO,5219803,40.14,55.4694,100,40.16,1,4.02,57,31.31
2024,GO,5222203,45.87,76.5634,50,69.77,41,14.04,54,35.84
2023,RO,1101450,30.68,46.0039,0,58.14,61,15.09,44,20.19
2023,AM,1303569,52.88,59.6358,100,70.18,50,5.06,71,9.19
2023,PA,1502152,64.53,85.5102,100,89.93,54,18.26,88,6.75
2023,PA,1502806,18.1,37.1173,0,36.15,8,2.88,59,3.07
2023,PA,1505551,51.04,61.4005,100,61.23,25,7.12,82,9.01
2023,PA,1506559,46.85,56.8125,100,53.73,34,4.99,58,4.09
2023,PA,1508035,43.91,71.5181,100,31.07,16,3.64,60,4.37
2023,TO,1714302,31.52,65.3541,0,47.92,70,0.58,77,18.43
2023,TO,1717503,24.11,57.3138,0,31.5,50,5.08,54,8.76
2023,MA,2100873,45.81,58.3208,100,52.15,43,4.93,17,11.17
2023,MA,2101509,44.11,57.6035,100,39.03,3,14.97,55,4.39
2023,MA,2101772,54.6,81.1903,100,57.18,47,13.2,61,7.09
2023,MA,2102036,50.59,64.406,100,50.73,64,3.42,76,7.28
2023,MA,2102606,28.28,78.7053,0,54.98,2,1.12,58,5.22
2023,MA,2104651,44.06,51.1924,100,38.66,72,6.17,29,5.83
2023,MA,2107258,48.33,56.8405,100,55.18,32,1.12,83,8.3
2023,MA,2112100,49.1,64.7016,100,43.37,66,4.29,80,2.36
2023,MA,2112852,47.26,61.3795,100,50.76,68,8.41,17,4.02
2023,PI,2201556,50.3,70.0422,100,66.93,25,2.14,30,15.27
2023,PI,2201903,57.4,77.7448,100,88.75,46,15,11,7.95
2023,PI,2205250,22.93,65.2204,0,39.39,12,3.89,16,14.95
2023,PI,2209104,41.88,76.7884,100,13.67,8,19.02,20,7.14
2023,CE,2300309,56.08,82.5757,100,56.75,65,13.48,50,13.9
2023,CE,2305902,54.29,89.857,100,34.77,78,10.66,72,10.75
2023,CE,2310209,60.94,98.6685,100,67.12,78,11.68,58,8.07
2023,CE,2310902,49.47,76.2513,100,34.67,44,6.35,80,10.03
2023,RN,2402105,29.47,90.0237,0,21,73,13.9,35,8.15
2023,RN,2405702,61.17,90.7313,100,78.48,71,14.88,50,5.36
2023,RN,2407807,57.69,97.9279,100,50.8,75,13.19,67,2.71
2023,RN,2409209,47.44,99.9999,0,77.47,78,22.57,69,20.06
2023,PB,2500734,32.12,90.2108,0,64.07,8,3.11,18,18.64
2023,PB,2506301,62.86,98.9175,100,71.98,87,17.74,53,4.35
2023,PB,2516706,53.47,93.7962,100,60.06,61,4.14,19,4.27
2023,PE,2603504,63.73,100,100,80.29,67,15.36,65,4.78
2023,PE,2604809,30.35,92.862,0,42.34,6,0.62,83,8.17
2023,PE,2607950,55.34,99.7526,100,58.83,30,0.19,76,6.1
2023,PE,2612307,27.57,91.6715,0,48.54,1,5.05,13,7.53
2023,AL,2700300,67.67,99.7077,100,90.11,76,10.98,95,9.85
2023,AL,2700805,43.52,99.9348,0,90.82,27,0.75,87,17.64
2023,AL,2705101,57.46,97.8144,100,68.22,41,5.13,59,6.98
2023,SE,2800605,66.85,100,100,88.04,59,18.72,78,10.03
2023,SE,2804102,54.71,99.8608,100,65.67,14,0.38,61,5.65
2023,SE,2805000,39.13,97.8064,0,91.01,6,3.34,21,22.49
2023,SE,2806404,37.8,99.9284,0,54.19,86,0.08,70,8.5
2023,BA,2903953,40.28,42.4961,100,39.06,10,2.5,66,4.28
2023,BA,2905602,58.35,90.2458,100,76.35,81,7.88,21,6.46
2023,BA,2908200,60.69,98.9399,100,79.7,82,0.21,50,6.01
2023,BA,2913408,48.56,60.0024,100,45.54,79,0.48,73,4.02
2023,BA,2919009,21.05,36.2496,0,24.89,44,1.98,80,17.71
2023,BA,2923209,15.15,24.0401,0,41.55,12,7.05,9,4.02
2023,BA,2924058,29.06,73.2179,0,50.16,58,2.93,38,6.29
2023,BA,2925253,51.2,76.6627,100,50.27,46,13.84,42,5.8
2023,BA,2926707,19.55,35.0819,0,37.55,9,7.39,68,3.16
2023,BA,2927101,49.75,88.464,100,15.82,68,19.62,56,4.04
2023,BA,2933257,38.45,27.4268,100,35.6,13,0.63,79,10.41
2023,MG,3104007,69.57,99.2674,100,90.62,88,26.51,56,13.8
2023,MG,3106002,56.03,99.3806,100,47.55,72,15.3,21,12.29
2023,MG,3108909,57.94,83.6742,100,62,78,29.93,7,8.77
2023,MG,3117306,66.32,96.043,100,79.38,89,24.46,56,11.74
2023,MG,3122207,61.95,89.4135,100,78.92,65,15.27,61,9.59
2023,MG,3128808,42.64,96.5645,0,68.98,64,38.01,9,11.68
2023,MG,3129301,33.4,92.9703,0,53.05,52,1.11,51,8.66
2023,MG,3130408,63.73,99.6684,100,71.28,64,26.37,54,8.92
2023,MG,3131158,40.39,99.7369,0,71.92,65,13.07,46,4.86
2023,MG,3136553,34.96,77.5171,0,59.62,53,0.32,78,19.52
2023,MG,3138005,39.7,98.8245,0,72.78,46,3.75,63,13.97
2023,MG,3143104,64.61,95.248,100,80.06,65,16.85,78,11.35
2023,MG,3145802,69.02,83.8474,100,90.2,51,23.5,62,49.1
2023,MG,3146206,34.19,78.4206,0,57.32,61,3.52,71,10.85
2023,MG,3160306,51.49,67.4956,100,54.26,54,8.78,62,8.07
2023,MG,3162948,62.04,88.7825,100,90.49,65,12.03,7,24.05
2023,MG,3170305,32.63,60.3148,0,56.03,66,1.85,74,23.28
2023,ES,3201001,60.33,90.4664,100,83.91,25,7.59,75,12.24
2023,ES,3203700,53.38,72.1351,100,60.25,21,12.16,69,14.91
2023,ES,3204609,59.2,78.9094,100,81.85,26,29.3,18,15.52
2023,ES,3204906,65.09,93.0922,100,89.88,28,17.73,89,14.14
2023,RJ,3304110,69.01,100,100,86.59,72,29.67,67,12.27
2023,RJ,3304144,63.84,100,100,83.95,82,14.81,35,8.15
2023,SP,3523107,69,100,100,89.76,91,17.61,91,5.19
2023,SP,3528700,56.19,70.4879,100,48.27,35,37.98,56,18.22
2023,SP,3535903,42.39,97.7849,0,91.02,26,0.63,57,25.83
2023,SP,3540705,67.87,99.5846,100,81.65,76,29.07,78,5.14
2023,SP,3540903,65.99,99.653,100,87.04,75,11.24,66,14.63
2023,SP,3545001,62.32,89.9527,100,89.84,26,21.28,46,12.33
2023,SP,3546256,68.56,92.1085,100,90.28,62,23.84,19,49.21
2023,SP,3553609,62.33,91.8334,100,78.06,63,24.09,47,5.29
2023,PR,4102752,53.7,87.6669,100,50.25,52,4.88,53,15.5
2023,PR,4103701,65.82,99.4777,100,66.12,88,27.76,87,4.27
2023,PR,4103909,56.66,89.5447,100,47.51,74,16.01,65,7.95
2023,PR,4105805,69.09,99.9487,100,89.79,78,28.98,61,8.97
2023,PR,4114906,62.01,95.3461,100,81.43,52,4.89,73,14.4
2023,PR,4117305,58.4,59.8104,100,73.71,83,10.14,86,16.36
2023,PR,4123907,63.81,99.1691,100,73.16,67,21.69,62,9.41
2023,PR,4125902,58.71,60.2961,100,63.79,71,11.56,80,39.13
2023,SC,4205407,76.05,99.9885,100,91.18,93,49.53,80,15.08
2023,SC,4214003,65.67,95.228,100,78.61,82,20.7,84,5.2
2023,SC,4216602,73.34,100,100,90.02,89,42.13,80,8.09
2023,SC,4218103,54.09,72.0294,100,56.36,22,18.42,63,19.33
2023,RS,4300638,53.17,51.355,100,73.27,15,19.86,72,11.77
2023,RS,4303103,70.27,100,100,90.29,88,20.15,96,9.63
2023,RS,4304689,61.29,99.9884,100,81.33,42,20.79,7,14.93
2023,RS,4308300,54.06,70.3917,100,60.1,77,11.4,37,13.08
2023,RS,4310405,54.98,75.5748,100,58.3,40,18.56,64,9.72
2023,RS,4310462,56.18,77.5499,100,31.26,27,30.97,80,36.32
2023,RS,4311122,58.16,67.661,100,84.17,21,9.97,77,22.57
2023,RS,4311403,71.59,99.8565,100,90.29,70,36.27,92,6.89
2023,RS,4312385,56.87,93.5108,100,57.99,7,21.89,54,16.29
2023,RS,4314175,42.99,32.4663,100,32.02,24,11.75,63,30.31
2023,RS,4320404,63.95,98.0642,100,74.52,62,35.66,28,7.37
2023,RS,4321808,62.66,88.1534,100,74.62,46,24.65,87,6.69
2023,RS,4323358,48.39,81.1964,100,22.93,31,10.86,39,30.05
2023,MT,5102678,70.73,82.0908,100,89.75,70,53.92,62,12.14
2023,MT,5107107,57.12,80.5683,100,78.25,34,10.66,62,5.83
2023,MT,5108055,49.49,52.6328,100,63.61,20,13.58,56,9.81
2023,MT,5108956,36.34,49.7099,100,6.97,18,6.32,60,5.01
2023,GO,5205497,65.03,98.9658,100,70.21,86,21.53,79,6.35
2023,GO,5206701,37.25,65.8341,0,90.52,24,15.18,40,16.57
2023,GO,5218052,65.5,94.4422,100,90.41,2,22.55,75,25.58
2022,RO,1100064,39.87,79.2862,0,91.75,72,1.43,59,6.38
2022,AM,1300060,29.25,71.1602,0,43.66,53,0.14,84,4.62
2022,AM,1300680,24.9,51.7078,0,41.43,60,0.27,68,4.2
2022,RR,1400506,49.08,72.3405,100,54.6,31,3.25,53,5.64
2022,TO,1717206,25.47,40.9357,0,66.66,4,1.26,58,14.6
2022,TO,1718709,49.99,59.5502,100,55.25,47,9.01,41,18.25
2022,MA,2100402,24.83,38.1133,0,66.82,39,8.93,10,7.75
2022,MA,2105708,52.95,79.0122,100,68.03,79,5.9,7,2.25
2022,MA,2106326,53.44,90.6575,100,59.99,26,1.74,73,3.15
2022,MA,2109601,51.62,80.642,100,54.76,80,5.87,20,3.03
2022,MA,2109700,24.75,54.3834,0,40.36,39,2.48,71,5.98
2022,PI,2201606,48.59,67.7336,100,56.55,11,1.26,80,5.06
2022,PI,2203230,13.22,24.6902,0,15,8,0.7,70,10.32
2022,PI,2204006,54.87,88.2204,100,61.16,65,8.6,29,7.4
2022,PI,2206670,46.93,57.556,100,48.08,53,3.29,53,7.78
2022,PI,2207900,52.33,72.6992,100,53.93,73,10.56,48,3.52
2022,CE,2312106,50.59,83.3802,100,46.66,56,8.86,29,5.9
2022,CE,2312908,67.91,97.9024,100,85.59,75,26.53,77,6.32
2022,RN,2401701,51.12,99.1432,100,58.05,16,6.35,10,3.35
2022,RN,2405603,52.32,88.673,100,59.37,28,11.33,23,5.96
2022,RN,2406601,63.14,96.5113,100,92.53,63,11.6,44,4.01
2022,RN,2408508,28.27,86.3394,0,42.64,9,16.58,8,10.17
2022,RN,2410256,23.78,57.4535,0,43.74,35,6.73,11,12.75
2022,PB,2517001,49.83,76.1007,100,57.14,20,0.52,67,5.48
2022,PE,2600302,39.22,99.7155,0,69.34,56,9.92,57,3.5
2022,PE,2601508,56.04,99.745,100,50.12,67,0.28,78,6.42
2022,PE,2603603,63.74,99.9998,100,87.42,60,7.39,66,8.6
2022,PE,2607950,54.24,99.8047,100,54.55,30,0.24,74,4.88
2022,AL,2706448,63.63,95.9886,100,83.29,80,8.13,73,6.02
2022,SE,2806107,63.87,100,100,90.53,41,20.13,37,8.96
2022,SE,2806503,32,98.6406,0,30.3,83,0.1,47,12.69
2022,BA,2903235,31.33,93.6552,0,50.82,45,8.63,5,8.67
2022,BA,2905008,55.6,68.116,100,68.58,44,23.98,57,2.97
2022,BA,2905503,55.29,94.1771,100,50.27,34,19.43,48,8.92
2022,BA,2910107,45.37,45.1059,100,43.87,49,8.63,71,4.21
2022,BA,2913457,48.79,68.0038,100,40.38,61,2.13,72,8.87
2022,BA,2926905,49.56,73.6517,100,42.34,39,1.04,87,9.52
2022,BA,2927309,35.79,99.9772,0,52.23,73,0.99,58,6.67
2022,BA,2929354,55.85,91.8213,100,58.32,51,1.43,76,9.4
2022,MG,3105707,56.31,73.1746,100,52.2,66,20.25,77,11.76
2022,MG,3106101,39.62,85.8592,0,83.52,13,1.5,69,30.81
2022,MG,3111002,58.95,87.373,100,65.68,27,26.73,68,6.44
2022,MG,3111903,33.65,97.1507,0,59.72,15,15.75,5,12.64
2022,MG,3120870,51.69,86.85,100,65.82,1,10.01,22,9
2022,MG,3123700,55.85,99.1539,100,51.3,64,5.01,58,7.34
2022,MG,3126703,55.89,70.1023,100,59.7,82,15.23,67,6.39
2022,MG,3136009,31.69,74.8852,0,47.88,68,4.57,74,3.6
2022,MG,3139904,59.96,95.4659,100,59.51,72,13.75,77,7.02
2022,MG,3140159,62.81,99.9544,100,79.13,50,19.06,61,4.2
2022,MG,3150208,41.5,99.4882,0,66.94,59,33.22,7,12.57
2022,MG,3150802,26.82,65.2729,0,46.82,16,7.99,54,8.81
2022,MG,3154507,46.25,63.9043,100,53.04,1,5.19,55,7.61
2022,MG,3155801,63.92,95.0136,100,78.8,59,19.67,86,2.87
2022,MG,3159902,58.36,93.4188,100,64.86,19,26.03,51,7.71
2022,MG,3166204,59.53,98.5149,100,64.66,56,20.24,34,9.63
2022,MG,3169901,65.42,99.8501,100,80.89,63,26.2,59,5.96
2022,MG,3170503,63.91,97.8178,100,69.88,70,26.65,66,6.29
2022,ES,3203908,56.42,71.9934,100,81.24,36,13.86,46,9.51
2022,ES,3204104,54.83,82.5081,100,70.32,14,5.4,78,6.97
2022,ES,3204708,58.83,97.4638,100,77.3,26,11.56,54,4.65
2022,RJ,3305703,65.82,93.8614,100,71.51,61,39.96,62,9.86
2022,SP,3501608,73.43,100,100,90.13,84,48.18,74,5.13
2022,SP,3502804,73.52,99.1739,100,92,82,43.07,82,8.74
2022,SP,3506904,67.38,88.0204,100,92.48,89,24.49,40,19.11
2022,SP,3512209,65.43,99.7485,100,77.18,72,31.25,49,4.74
2022,SP,3514403,67.07,99.7581,100,85.02,37,30.36,86,6.23
2022,SP,3515707,66.41,100,100,84.19,89,16.04,78,2.79
2022,SP,3516804,56.15,99.2258,100,71.44,44,0.96,15,15.37
2022,SP,3518859,65.69,95.3793,100,86.12,45,19.54,82,13.66
2022,SP,3528403,70.12,99.9717,100,91.51,75,27.9,78,9.33
2022,SP,3529906,68.26,88.7234,100,92.5,80,23.67,54,23.35
2022,SP,3530904,65.16,96.772,100,64.87,68,28.8,75,17.9
2022,SP,3537008,59.68,88.8973,100,82.5,68,10.21,25,10.73
2022,SP,3540903,66.32,99.6628,100,87.57,77,12.29,71,11.71
2022,SP,3545803,71.3,99.9725,100,85.64,87,39.05,77,6.27
2022,SP,3548203,64.24,96.6338,100,87.88,69,9.14,42,21.02
2022,SP,3548609,57.67,84.9281,100,64.95,49,25.12,40,5.7
2022,SP,3550803,58.09,86.7233,100,53.85,75,34.2,25,4.79
2022,SP,3555307,63.61,100,100,92.65,9,2.73,68,29.95
2022,SP,3556354,69.16,97.2801,100,90.65,63,27.87,81,11.09
2022,PR,4101200,61.95,91.8881,100,64.16,84,28.86,34,11.97
2022,PR,4101903,63.57,89.0558,100,81.09,85,11.83,82,6.04
2022,PR,4104105,61.76,93.8348,100,71.78,85,5.97,74,11.09
2022,PR,4116000,40.72,99.6014,0,65.17,23,22.77,58,16.95
2022,PR,4123709,62.07,94.313,100,70.22,67,19.3,63,9.35
2022,PR,4126405,57.9,82.4832,100,67.88,68,21.74,20,11.87
2022,PR,4127502,60.36,75.7679,100,69.88,73,16.62,80,14.19
2022,SC,4202131,41.99,43.6027,100,39.54,14,2.28,78,8.51
2022,SC,4204806,75.54,94.0918,100,80.26,90,84,34,6.66
2022,SC,4211876,45.22,92.0579,0,92.64,35,2.19,83,34.58
2022,SC,4214300,71.31,78.0979,100,92.66,60,62.33,28,25.4
2022,SC,4216404,61.72,95.9721,100,74.4,82,12.77,36,13.45
2022,SC,4218608,66.71,98.6524,100,84.87,63,24.07,71,9.16
2022,RS,4300570,55.73,94.5769,100,61.77,4,26.57,9,16.27
2022,RS,4301859,36.65,89.3275,0,45.24,64,23.73,52,10.54
2022,RS,4302501,49.31,60.1362,100,54.03,50,7.42,55,8.49
2022,RS,4303707,51.47,77.5737,100,57.78,17,3.13,77,8.5
2022,RS,4304614,52.01,69.4078,100,35.95,68,10.57,56,30.18
2022,RS,4305355,70.82,99.6961,100,91.54,60,39.08,76,7.14
2022,RS,4306403,67.6,100,100,83.29,57,45.26,32,6.51
2022,RS,4306809,67.45,98.4832,100,72.41,76,35.33,85,4.35
2022,RS,4308052,56.37,90.6984,100,76.45,9,1.06,66,13.22
2022,RS,4308805,61.7,96.0885,100,70.89,36,21.39,66,13.13
2022,RS,4310702,28.8,72.3268,0,47.21,17,3.33,75,10.39
2022,RS,4315057,33,92.1469,0,46.77,5,3.2,75,23.33
2022,RS,4317608,65.34,90.8212,100,79.26,57,36.19,56,8.92
2022,RS,4317707,56.87,63.5318,100,73.49,32,27.44,58,11.32
2022,RS,4318614,66.62,99.9528,100,92.88,2,31.91,49,21.87
2022,RS,4322376,55.27,51.9299,100,93.32,16,5.91,74,16.7
2022,RS,4323309,63.83,95.447,100,74.77,56,40.58,9,13.71
2022,MT,5100805,31.99,75.8279,0,71.61,12,8.86,43,3.88
2022,MT,5103403,72.11,99.3279,100,92.42,86,32.79,82,10.62
2022,GO,5201306,58.45,87.7956,100,79.51,51,12.68,37,5.4
2022,GO,5203203,64.93,90.5591,100,93.11,75,5.76,72,14.46
2022,GO,5204656,47.05,61.9392,100,46.16,4,11.21,61,13.48
2022,GO,5206800,60.74,95.8906,100,90.2,9,7.62,62,12.23
2021,AC,1200393,19.3,41.4784,0,22.15,66,0.34,58,4.11
2021,AM,1301308,45.64,67.4944,100,36.41,36,0.02,81,1.73
2021,AM,1304062,51.76,79.9905,100,42.26,82,0.17,84,1.5
2021,RR,1400100,63.84,98.2153,100,81.07,74,16.42,52,8.12
2021,PA,1501758,44.4,54.9628,100,46.33,14,0.53,66,10.48
2021,PA,1508357,51.56,47.7533,100,62.6,65,3.36,88,13.33
2021,AP,1600808,20.44,83.4226,0,16.23,16,6.97,5,4.65
2021,TO,1706100,29.63,82.8783,0,57.95,45,1.18,11,7.07
2021,TO,1712504,45.03,56.2076,100,40.15,56,0.68,52,9.64
2021,TO,1721000,68.6,98.4656,100,88.43,82,18.24,85,12.14
2021,MA,2103109,24.1,67.9354,0,40.4,10,0.17,55,7.2
2021,MA,2107407,43.97,67.1956,100,34.39,64,0.29,27,3.93
2021,MA,2110005,47.1,48.4771,100,40.01,87,1.96,80,6.33
2021,MA,2110237,18.01,31.2271,0,22.83,69,0.4,61,3.75
2021,MA,2111748,41.94,65.9822,100,32.01,9,0.04,59,4.55
2021,PI,2201309,25.74,75.0729,0,37.59,25,0.15,39,15.32
2021,PI,2203420,37.8,28.4743,100,27.69,37,0.05,78,5.91
2021,PI,2203701,54.08,68.4217,100,55.48,89,10.21,61,7.08
2021,PI,2209609,28.09,59.8308,0,43.09,49,0.43,73,17.58
2021,PI,2211357,19.24,43.4291,0,37.93,4,0.03,40,15.64
2021,CE,2305407,50.22,72.3294,100,41.23,77,11.39,42,5.64
2021,CE,2307650,68.4,99.9886,100,88.51,82,16.01,99,5.45
2021,CE,2313807,52.94,88.3443,100,44.1,69,1.57,75,4.63
2021,RN,2401701,51.39,95.5767,100,66.4,6,4.53,17,2.49
2021,RN,2412005,59.92,92.7289,100,52.24,89,20.3,66,7.84
2021,RN,2413300,32.83,89.8062,0,59.82,27,1.54,43,13.43
2021,RN,2413557,46.25,70.0431,100,47.19,20,13.51,4,10.64
